615.9908359637511,56.55910803380511
926.4227687206411,69.7042691351202
1500.5477220666837,29.914227538813947
1255.2766323024055,108.79114165712105
652.4199777200148,222.12996658002228
739.7670000775374,343.8062340079088
1172.3707372400756,418.004763705104
1483.765904017857,427.33677455357144
552.7535330695308,641.0190314678727
907.0463902410415,655.5697613043224
1328.7088864708016,714.7318824809576
476.4167809785094,774.1271147690901
126.12594515291728,864.5176616634691
1372.046747563159,878.1513825343147
1805.7338187702264,893.2106796116504
349.3516010720835,935.0821695584709
712.7852180162913,978.1169142309535
1093.6718958349675,990.8455565142364
